Thu May 17 15:30:07 +0000 2018,997137194086117377,"RT @JacobAWohl: @realDonaldTrump For the first time in history, the White House has launched initiatives to improve the earning potential o…",1
date,id,text,bot_non_bot
Thu May 17 15:30:03 +0000 2018,997137175807385600,RT @JacobAWohl: @realDonaldTrump Obama treated our veterans like garbage!,1
date,id,text,bot_non_bot
Thu May 17 15:29:58 +0000 2018,997137156597465088,RT @JacobAWohl: @realDonaldTrump Barack Obama put more time and energy to improving conditions at Guantánamo Bay then he did into improving…,1
date,id,text,bot_non_bot
Thu May 17 15:29:48 +0000 2018,997137114176221184,@realDonaldTrump Our military and veterans support President Trump ad rates higher than 90% — What does that tell you?,1
date,id,text,bot_non_bot
Thu May 17 15:29:12 +0000 2018,997136961499365376,"@realDonaldTrump Under Obama, members of our military were treated like second-class citizens",1
date,id,text,bot_non_bot
Thu May 17 15:28:50 +0000 2018,997136872328458240,"@realDonaldTrump For the first time in history, the White House has launched initiatives to improve the earning pot… https://t.co/jEVwJ9OUZi",1
date,id,text,bot_non_bot
Thu May 17 15:28:11 +0000 2018,997136708570251269,"@realDonaldTrump President Trump, unlike Obama, cares more about our veterans than he does the well-being of Islamic terrorists",1
date,id,text,bot_non_bot
Thu May 17 15:27:41 +0000 2018,997136581591904256,@realDonaldTrump Barack Obama put more time and energy to improving conditions at Guantánamo Bay then he did into i… https://t.co/T9srEincdR,1
date,id,text,bot_non_bot
Thu May 17 15:27:08 +0000 2018,997136442194210816,@realDonaldTrump Obama treated our veterans like garbage!,1
date,id,text,bot_non_bot
Thu May 17 15:23:26 +0000 2018,997135511905976321,"Wow! Just hit 150,000 followers — Thank you all for the support! Let's keep spreading the truth to #MAGA",1
date,id,text,bot_non_bot
Thu May 17 15:20:19 +0000 2018,997134728112230400,"Hamas Official tells Western MSM to stop lying, saying: “This [#GreatMarchOfReturn] is NOT peaceful resistance, it… https://t.co/TmJ7Gx5yNg",1
date,id,text,bot_non_bot
Thu May 17 15:13:13 +0000 2018,997132938826285056,RT @freedom_moates: Very true https://t.co/FIGmWKxvqo,1
date,id,text,bot_non_bot
Thu May 17 14:15:34 +0000 2018,997118430389067776,RT @IsraelHatzolah: BREAKING NEWS ALERT: Code red sirens sounding in the Golan heights in northern Israel.,1
date,id,text,bot_non_bot
Thu May 17 14:15:12 +0000 2018,997118341939511296,CC: @GenFlynn https://t.co/sMyPi4F8qo,1
date,id,text,bot_non_bot
Thu May 17 14:14:18 +0000 2018,997118112523698177,RT @DavidWohl: Johnny-boy coming to the defense of homicidal psychopath gangmembers who - while being in the U.S. illegally - have slaughte…,1
date,id,text,bot_non_bot
Thu May 17 14:01:35 +0000 2018,997114913976762368,JUST IN: The IG Report on FBI misconducted has just been received by several DOJ Officials. It’s expected to leak by this afternoon,1
date,id,text,bot_non_bot
Thu May 17 13:58:31 +0000 2018,997114139796389889,RT @JacobAWohl: @realDonaldTrump Even Dirty Cop Robert Mueller admits that he can’t indict a sitting President. So what the hell is he doin…,1
date,id,text,bot_non_bot
Thu May 17 13:58:27 +0000 2018,997114123694452737,"RT @JacobAWohl: @realDonaldTrump Even liberals know that there was NO COLLUSIONS, and NO OBSTRUCTION",1
date,id,text,bot_non_bot
Thu May 17 13:58:01 +0000 2018,997114014780960769,RT @JacobAWohl: @realDonaldTrump The people we have to feel the worst for is the lower intelligence liberals who were duped by Mueller and…,1
date,id,text,bot_non_bot
Thu May 17 13:57:52 +0000 2018,997113978542161920,"RT @JacobAWohl: @realDonaldTrump Our economy is BOOMING! 

All Time High: 
-Stock Market 
-Real Estate 
-JOBS
-Household Income 
-Household…",1
date,id,text,bot_non_bot
Thu May 17 13:57:42 +0000 2018,997113935013863425,RT @JacobAWohl: @realDonaldTrump Mueller has wasted more than $10M taxpayer dollars on his phony Russia witch hunt! He should close up shop…,1
date,id,text,bot_non_bot
Thu May 17 13:57:29 +0000 2018,997113882509393920,"@realDonaldTrump Our economy is BOOMING! 

All Time High: 
-Stock Market 
-Real Estate 
-JOBS
-Household Income 
-H… https://t.co/9hgtvVh2n0",1
date,id,text,bot_non_bot
Thu May 17 13:56:17 +0000 2018,997113577893908480,@realDonaldTrump The people we have to feel the worst for is the lower intelligence liberals who were duped by Muel… https://t.co/nws8yxkaPP,1
date,id,text,bot_non_bot
Thu May 17 13:55:21 +0000 2018,997113345298726912,@realDonaldTrump Even Dirty Cop Robert Mueller admits that he can’t indict a sitting President. So what the hell is… https://t.co/XlBQ7spU5V,1
date,id,text,bot_non_bot
Thu May 17 13:54:44 +0000 2018,997113187420987393,"@realDonaldTrump Even liberals know that there was NO COLLUSIONS, and NO OBSTRUCTION",1
date,id,text,bot_non_bot
Thu May 17 13:54:21 +0000 2018,997113091379752963,@realDonaldTrump Mueller has wasted more than $10M taxpayer dollars on his phony Russia witch hunt! He should close… https://t.co/3YpP2KCpIo,1
date,id,text,bot_non_bot
Thu May 17 13:15:34 +0000 2018,997103333872517120,"For decades, Democrats have opposed the death penalty but supported late-term abortion — Why do the lives of harden… https://t.co/Tkb5bkv0C3",1
date,id,text,bot_non_bot
Thu May 17 13:05:21 +0000 2018,997100762026012678,"British MP Nick Boles retracts his earlier criticism of Israel’s actions on the border, saying they have an “absolu… https://t.co/bY2b8rEu38",1
date,id,text,bot_non_bot
Thu May 17 12:51:19 +0000 2018,997097230812131329,That’s why we call them Fake News https://t.co/gqAgEYILaW,1
date,id,text,bot_non_bot
Thu May 17 12:50:00 +0000 2018,997096898598129664,"RT @realDonaldTrump: Wow, word seems to be coming out that the Obama FBI “SPIED ON THE TRUMP CAMPAIGN WITH AN EMBEDDED INFORMANT.” Andrew M…",1
date,id,text,bot_non_bot
Thu May 17 12:49:47 +0000 2018,997096845787607040,@realDonaldTrump The FBI and CIA spies on the Trump Campaign using a secret type of subpoena known as a “National Security Letter”,1
date,id,text,bot_non_bot
Thu May 17 12:49:02 +0000 2018,997096654980313088,@realDonaldTrump Obama paid CIA contractor Stefan Halper more than $282K to set up frame-jobs against the Trump Campaign,1
date,id,text,bot_non_bot
Thu May 17 12:48:01 +0000 2018,997096400310517763,@realDonaldTrump The American people want to see these colluding democrat traitors brought to justice,1
date,id,text,bot_non_bot
Thu May 17 12:47:31 +0000 2018,997096273688723456,@realDonaldTrump So it turns out that not only was Hillary Clinton colluding with foreigners to influence the elecr… https://t.co/ehtOIDFcaX,1
date,id,text,bot_non_bot
Thu May 17 12:46:18 +0000 2018,997095969773637637,"@realDonaldTrump New leaks reveal that Jim Comey sent Peter Strzok to London 90 days before the election, under the… https://t.co/cG0FfXwQjO",1
date,id,text,bot_non_bot
Thu May 17 02:47:02 +0000 2018,996945158523371520,"She couldn't have been more correct. If you think Hamas is so great, why don't you move to Gaza? https://t.co/QVIOcccQMw",1
date,id,text,bot_non_bot
Thu May 17 00:54:45 +0000 2018,996916901472223232,"RT @cvpayne: America's Economy on Fire
Tonight I'll discuss signs of returning prosperity
+Retailer Rocking
+Industrial Production Popping…",1
date,id,text,bot_non_bot
Wed May 16 23:06:08 +0000 2018,996889566589014016,"“President Trump realizes that the foremost goal of policy makers must be to make peace with reality, not to sign y… https://t.co/XejNYIzkDN",1
date,id,text,bot_non_bot
Wed May 16 22:17:22 +0000 2018,996877294072250368,@bariweiss Awesome job on Morning Joe this morning!,1
date,id,text,bot_non_bot
Wed May 16 22:16:16 +0000 2018,996877017336311808,"Until Hamas is completely exterminated, there will be no deal between Israel and the Palestinians",1
date,id,text,bot_non_bot
Wed May 16 21:57:56 +0000 2018,996872404314947584,RT @DCReporter_: Jacob Wohl on Why Christians MUST Support Israel 🇺🇸🇮🇱 https://t.co/9StZg2uzY8,1
date,id,text,bot_non_bot
Wed May 16 21:47:43 +0000 2018,996869830572560384,BREAKING: Robert Mueller told Rudy Giuliani that President Trump WILL NOT be indicted under any circumstances,1
date,id,text,bot_non_bot
Wed May 16 21:29:36 +0000 2018,996865274061074437,"Everyone follow @JasonDHill6 and read his recent piece ""My Black Lives Matter Problem"" — Very talented writer! https://t.co/ilAFwfCU4u",1
date,id,text,bot_non_bot
Wed May 16 20:17:05 +0000 2018,996847022656274433,RT @BigyWinning: @JacobAWohl John Bolton may have had a point when he said the way to tell if Kim Jong Un is lying is if his lips are movin…,1
date,id,text,bot_non_bot
Wed May 16 20:14:59 +0000 2018,996846493578362880,Trump asked Kim Jong Un to give up a small portion of his nuclear arsenal as a confidence building measure (CBM) ah… https://t.co/SEtlqMfcY9,1
date,id,text,bot_non_bot
Wed May 16 19:54:57 +0000 2018,996841451970441216,Mueller now investigating how Trump’s tweets get so many retweets 🤨 https://t.co/hhnWNpl853,1
date,id,text,bot_non_bot
Wed May 16 19:52:15 +0000 2018,996840774250610689,RT @JackPosobiec: I knew Jason Sullivan during the campaign. He didn’t do anything different from any other social media consultant. This i…,1
date,id,text,bot_non_bot
Wed May 16 19:51:46 +0000 2018,996840653043548161,"RT @JacobAWohl: BREAKING: New leaks reveal that Jim Comey sent Peter Strzok to London 90 days before the election, under the mission codena…",1
date,id,text,bot_non_bot
Wed May 16 19:44:05 +0000 2018,996838718303453184,I can’t imagine why the Senate Intel Committee released a report suggesting that the Russians helped Trump without… https://t.co/6J6rbuFunH,1
date,id,text,bot_non_bot
Wed May 16 19:02:21 +0000 2018,996828214214311936,"RT @AmericanTrikery: @ArcadianAries @wenter2420 @JacobAWohl Yes, PRESIDENT Trump. If you're a legal American citizen, he IS YOUR PRESIDENT.…",1
date,id,text,bot_non_bot
Wed May 16 19:01:20 +0000 2018,996827961239072768,"RT @charliekirk11: Facts: 

Republicans ended slavery 

Democrats started the KKK",1
date,id,text,bot_non_bot
Wed May 16 19:01:16 +0000 2018,996827943467827200,RT @RyanAFournier: Israel has a right to defend its borders! 50 of the people killed this week were confirmed to be members of Hamas. They…,1
date,id,text,bot_non_bot
Wed May 16 19:01:04 +0000 2018,996827892121124864,"RT @LauraLoomer: EXCLUSIVE INTERVIEW: Shlomi Busso, a Jewish store owner in #Jerusalem, Israel was attacked by an Islamic terrorist TODAY w…",1
date,id,text,bot_non_bot
Wed May 16 18:59:27 +0000 2018,996827487559544832,WATCH: Captured terrorist reveals how Hamas uses Gazans as human shields https://t.co/09rY4kXP3J,1
date,id,text,bot_non_bot
Wed May 16 18:57:10 +0000 2018,996826910616240129,"RT @politicalelle: The irony of calling the NRA ""literal terrorists"" but calling Hamas ""peaceful protesters"" is not lost on me. Must be som…",1
date,id,text,bot_non_bot
Wed May 16 18:56:46 +0000 2018,996826811379073024,"RT @The_Trump_Train: BREAKING: James Comey sent Peter Strzok to London 90 days before the election to dig up dirt on President Trump, missi…",1
date,id,text,bot_non_bot
Wed May 16 18:44:55 +0000 2018,996823828289409024,"Erdogan is flying way too close to the sun. He has been for a long time.

There’s certain occupational hazards that… https://t.co/WeeBx3y3PD",1
date,id,text,bot_non_bot
Wed May 16 18:36:43 +0000 2018,996821763186085888,And what a name it is... Haha https://t.co/QExnAuqfA8,1
date,id,text,bot_non_bot
Wed May 16 18:00:28 +0000 2018,996812642617454592,"@flyeronthewall1 The NY Times, for one",1
date,id,text,bot_non_bot
Wed May 16 17:51:23 +0000 2018,996810358315597824,CONFIRMED: The FBI wiretapped and snooped on texts belonging to Trump Campaign officials in the run-up to the elect… https://t.co/X6SF0rn1nW,1
date,id,text,bot_non_bot
Wed May 16 17:42:57 +0000 2018,996808235196661760,"BREAKING: New leaks reveal that Jim Comey sent Peter Strzok to London 90 days before the election, under the missio… https://t.co/WnhXY0Jx8X",1
date,id,text,bot_non_bot
Wed May 16 16:45:14 +0000 2018,996793708170264577,A little known Chinese CEO made more money than Elon Musk or Tim Cook last year. His line of work? Pork. https://t.co/n1nfDGZ4ju,1
date,id,text,bot_non_bot
Wed May 16 15:02:46 +0000 2018,996767924500160512,Why were these people so committed to trampling on our laws and our Constitution to spy on Trump? Ask Hillary Clint… https://t.co/I4BCtaw80h,1
date,id,text,bot_non_bot
Wed May 16 15:01:14 +0000 2018,996767538213076993,There are many reports (none of which I've been able to independently confirmed) that British GCHQ spies were behin… https://t.co/QFNV0i0F30,1
date,id,text,bot_non_bot
Wed May 16 14:59:17 +0000 2018,996767047785766914,The question of who composed Donald Trump Jr's statement to the @NYTimes is irrelevant — The real questions are abo… https://t.co/Gq3oIYnGqR,1
date,id,text,bot_non_bot
Wed May 16 14:57:03 +0000 2018,996766483165331457,"Almost 2 years later, Putin's not happy with Trump for 3 Reasons: 
- US Action in Syria
- Sanctions Against Russia… https://t.co/ruUptgQd1w",1
date,id,text,bot_non_bot
Wed May 16 14:54:20 +0000 2018,996765800873607168,"When Putin's government began going after British Hedge Fund Manager Bill Browder, they brought in Fusion GPS to he… https://t.co/ZmZspnNhLL",1
date,id,text,bot_non_bot
Wed May 16 14:52:25 +0000 2018,996765318482509831,"Natalia Veselnitskaya met with Fusion GPS staff, including Founder Glenn Simpson, right before and right after the… https://t.co/CMVGUJvH9c",1
date,id,text,bot_non_bot
Wed May 16 14:49:09 +0000 2018,996764496067674112,"""Put an Empty Space to Better Use"" — Irish Urged to House Migrants in Spare Beds
https://t.co/X2CxVJjHOR",1
date,id,text,bot_non_bot
Wed May 16 14:32:14 +0000 2018,996760238974889985,Disgraced #BrowardCoward now gets $8K-a-month pension https://t.co/le6iFG76cC,1
date,id,text,bot_non_bot
Wed May 16 13:57:11 +0000 2018,996751419486060545,"RT @Bershidsky: Mueller took a year to obtain 19 indictments, 13 of them against Russians who will never face a court, one against Manafort…",1
