Thu May 17 00:23:36 +0000 2018,996909060585873408,"If @Rosie was a Republican, her home would have been raided by the FBI and she would be held without bail",1
date,id,text,bot_non_bot
Wed May 16 21:49:55 +0000 2018,996870387085520896,"Did you know: 

Today a school shooting was stopped by an armed guard in Illinois? 

The media won’t tell you this

Guns save lives",1
date,id,text,bot_non_bot
Wed May 16 20:50:32 +0000 2018,996855443006869510,There is more allegiance and adoration of Louis Farrakhan than Israel in the Democrat party,1
date,id,text,bot_non_bot
Wed May 16 20:40:54 +0000 2018,996853015725395969,"We are now seeing American media give nonstop sympathy coverage to dictator despots and terrorist regimes 

Hamas,… https://t.co/xSv7Ivy4dX",1
date,id,text,bot_non_bot
Wed May 16 19:24:49 +0000 2018,996833870573133825,Do not confuse the news with the truth,1
date,id,text,bot_non_bot
Wed May 16 16:37:40 +0000 2018,996791805973843968,"Facts: 

Republicans ended slavery 

Democrats started the KKK",1
date,id,text,bot_non_bot
Wed May 16 14:36:10 +0000 2018,996761227421519872,Trump will be the first President in history to have his net worth go down during the course of his candidacy and P… https://t.co/cxAD53ZOuf,1
date,id,text,bot_non_bot
Wed May 16 13:31:03 +0000 2018,996744840745496576,If a Democrat president would would have moved the embassy to Jerusalem every single Jewish liberal would be dancin… https://t.co/uj933Voyp0,1
date,id,text,bot_non_bot
Wed May 16 11:19:02 +0000 2018,996711620419170304,The UN is a US taxpayer funded forum and globalist organization determined to weaken America and western civilizati… https://t.co/KbKPoXLgg3,1
date,id,text,bot_non_bot
Wed May 16 05:25:22 +0000 2018,996622613433774080,"Yes:

My taxes are lower 
The world is safer 
My freedoms are more secure 
Far less regulation to start &amp; grow a bu… https://t.co/05kQzoV9Uc",1
date,id,text,bot_non_bot
Wed May 16 05:12:49 +0000 2018,996619455630331905,"If a black man wore a Hillary hat into a restaurant was screamed at, berated, called N****R publicly, and made fun… https://t.co/ZwpUaN63rH",1
date,id,text,bot_non_bot
Wed May 16 01:27:29 +0000 2018,996562750909317120,"Britain would be speaking German and wouldn’t exist in its current form today if it wasn’t for Winston Churchill, t… https://t.co/FpTfEpqK6j",1
date,id,text,bot_non_bot
Wed May 16 01:01:15 +0000 2018,996556149540446208,"Hey Congress, instead of taking August off why don’t you work through the summer like rest of us taxpayers 

Build… https://t.co/mMMiUDgYVj",1
date,id,text,bot_non_bot
Wed May 16 00:05:05 +0000 2018,996542015209910272,"1) You publish 15 minutes after Candace is aware of this story
2) you don't reach out for comment
3) She is oversea… https://t.co/OeY8gOHH7i",1
date,id,text,bot_non_bot
Tue May 15 22:55:43 +0000 2018,996524555685548032,Democrats would rather see Trump fail than America succeed,1
date,id,text,bot_non_bot
Tue May 15 21:59:06 +0000 2018,996510308876410880,If we put the $500 million we give to Planned Parenthood each year towards the border we could end illegal immigrat… https://t.co/NT8xIJAcEY,1
date,id,text,bot_non_bot
Tue May 15 20:42:29 +0000 2018,996491028562575360,"Never forget: 

Democrats aren’t afraid Trump will fail, they are horrified he will succeed",1
date,id,text,bot_non_bot
Tue May 15 20:32:50 +0000 2018,996488597401423872,RT @RealCandaceO: So @buzzfeed has spent the last week attempting to threaten current college students that I used to work with into giving…,1
date,id,text,bot_non_bot
Tue May 15 18:20:56 +0000 2018,996455406762385408,"Illegals should not be allowed or granted any form of government benefits 

If you want to break our immigration la… https://t.co/s0aS4p5GAA",1
date,id,text,bot_non_bot
Tue May 15 16:15:37 +0000 2018,996423867135680513,"There was national outrage at @Starbucks when two men didn’t buy anything, refused to leave then blamed racism

Wil… https://t.co/Dd1kRF8MCU",1
date,id,text,bot_non_bot
Tue May 15 14:02:55 +0000 2018,996390473035075585,"All leakers should be fired immediately from the White House 

It is an honor and privilege to serve President… https://t.co/q6JmstFGtO",1
date,id,text,bot_non_bot
Tue May 15 13:32:11 +0000 2018,996382736989458437,"The UN should be defunded,  kicked out of America, and the US should withdraw immediately",1
date,id,text,bot_non_bot
Tue May 15 11:05:19 +0000 2018,996345779328561153,"The FBI spied on the Trump campaign 

Did Obama know? Did Obama give the order? 

A full investigation is needed, now",1
date,id,text,bot_non_bot
Mon May 14 22:29:35 +0000 2018,996155592237633536,"We should judge success by how many people get off welfare and find work, not how many people sign up for governmen… https://t.co/gZiZ5Rk101",1
date,id,text,bot_non_bot
Mon May 14 21:35:59 +0000 2018,996142101363556352,"Beautiful sight tonight on the streets of Jerusalem 

Hey @cnn will you finally stop accusing Trump of having white… https://t.co/1ew2P8iHYq",1
date,id,text,bot_non_bot
Mon May 14 20:28:10 +0000 2018,996125035470434306,I will never understand people who say they don’t trust the government then make it their life goal to grow governm… https://t.co/ece4eQ9V13,1
date,id,text,bot_non_bot
Mon May 14 16:47:18 +0000 2018,996069452075749376,"Typical fallacious hit job against another loyal American 

My favorite quote:

“The Daily Beast has no evidence to… https://t.co/TCbLXWsPme",1
date,id,text,bot_non_bot
Mon May 14 15:01:30 +0000 2018,996042829439946752,I am much more worried about global government than global warming,1
date,id,text,bot_non_bot
Mon May 14 13:43:45 +0000 2018,996023262428717056,"Using children as human shields is evil 

The terrorists knew exactly what would happen if they stormed the fence… https://t.co/Hyb4Ml9h1P",1
date,id,text,bot_non_bot
Mon May 14 13:12:12 +0000 2018,996015320090505217,"At the dedication ceremony for the US embassy here in Jerusalem 

14 congressmen, 4 senators, and one governor are… https://t.co/20fOGXuyVu",1
date,id,text,bot_non_bot
Mon May 14 12:35:05 +0000 2018,996005979803279360,"Promises made, promises kept! Jerusalem is the eternal capital of Israel. 

God Bless America, God bless Israel! https://t.co/QDKhUZl3yZ",1
date,id,text,bot_non_bot
Mon May 14 11:59:27 +0000 2018,995997015095021568,Trump has been the greatest President in American history for the Jewish people,1
date,id,text,bot_non_bot
Mon May 14 06:12:38 +0000 2018,995909733692444672,The left doesn’t want our history taught because once people understand history there is no way you can be a liberal,1
date,id,text,bot_non_bot
Sun May 13 22:28:03 +0000 2018,995792819309686784,"The left is brilliant at marketing bad ideas to vulnerable people 

They don’t care about improving people’s lives.… https://t.co/LaOHQS9Dm6",1
date,id,text,bot_non_bot
Sun May 13 20:56:17 +0000 2018,995769722787557376,"Productive meetings today in Israel! 

A special time with @IvankaTrump , Jared Kushner, and @RealCandaceO 

Very b… https://t.co/ax3nvwCF3T",1
date,id,text,bot_non_bot
Sun May 13 18:21:08 +0000 2018,995730679513190400,"BREAKING: Mueller to indict 62,984,828 Americans for conspiring to elect Trump",1
date,id,text,bot_non_bot
Sun May 13 16:35:37 +0000 2018,995704125731098624,No country ever failed because there was too much economic freedom or that taxes were too low,1
date,id,text,bot_non_bot
Sun May 13 15:19:26 +0000 2018,995684952485351424,"Planned Parenthood robs 300,000 Moms from having kids each year https://t.co/XtgtbBNDxi",1
date,id,text,bot_non_bot
Sun May 13 14:03:25 +0000 2018,995665825234333698,"You ever hear of Democrat privilege?

It means you can commit crimes without going to jail

Like Hillary selling ou… https://t.co/Ld8xENT3mz",1
date,id,text,bot_non_bot
Sun May 13 12:50:42 +0000 2018,995647523594342402,RT @FoxNews: .@charliekirk11: “A young person voting for a Democrat is like a chicken voting for Colonel Sanders.” https://t.co/dAwiuRKoUB,1
date,id,text,bot_non_bot
Sun May 13 11:25:08 +0000 2018,995625989987282945,"Trump accomplished more this week than Obama did in 8 years 

3.9% unemployment 

Captured top 5 ISIS leaders 

Nor… https://t.co/fcX027yLtc",1
date,id,text,bot_non_bot
Sun May 13 04:28:58 +0000 2018,995521257767620608,"There are zero examples worldwide of the welfare state ever making people‘s lives better 

Instead it keeps people… https://t.co/dLbcHX6cgB",1
date,id,text,bot_non_bot
Sat May 12 20:20:38 +0000 2018,995398363251167232,If a politician promises they will fix a problem you can bet it’s going to get worse,1
date,id,text,bot_non_bot
Sat May 12 19:12:56 +0000 2018,995381327494090752,"Wait let me get this straight, people who can’t predict the weather 24 hours in advance are now telling us what glo… https://t.co/UhxS0fKxAW",1
date,id,text,bot_non_bot
Sat May 12 18:14:48 +0000 2018,995366698415984646,Trump has done more good for the black community in 18 months than Obama did in 8 years,1
date,id,text,bot_non_bot
Sat May 12 15:58:27 +0000 2018,995332384714362880,"The welfare state is the oldest con game in the world 

First you take people’s money then you give a fraction back… https://t.co/HNtbpntQ25",1
date,id,text,bot_non_bot
Sat May 12 14:59:43 +0000 2018,995317601785008133,Finally a President who stands with Israel! https://t.co/DojMdAKUNx,1
date,id,text,bot_non_bot
Sat May 12 13:45:55 +0000 2018,995299032225472514,"BREAKING: North Korea to hold ceremony dismantling nuclear site on May 23rd

The world is a safer place thanks to President Trump",1
date,id,text,bot_non_bot
Sat May 12 12:29:41 +0000 2018,995279848309436416,"All welfare recipients should be required to work, show a photo ID, prove their citizenship, and pass a drug test",1
date,id,text,bot_non_bot
Sat May 12 10:57:51 +0000 2018,995256737245618177,Advocates of minority rights say they want more diversity yet they freak out when black conservatives are given a platform,1
date,id,text,bot_non_bot
Sat May 12 04:41:30 +0000 2018,995162024949747712,Most people who believe they have bad luck actually just made really bad choices,1
date,id,text,bot_non_bot
Sat May 12 03:53:36 +0000 2018,995149970604003330,"Anyone else sick of your tax dollars being spent to try and dig up dirt on our President, while the FBI, Hillary, a… https://t.co/GHVI5kEcA6",1
date,id,text,bot_non_bot
Sat May 12 03:05:18 +0000 2018,995137813623566336,Instead of a special counsel into the fake Trump/Russia allegations let’s have a special counsel look into the FBI… https://t.co/f1lEVHj2Ww,1
date,id,text,bot_non_bot
Sat May 12 01:31:31 +0000 2018,995114215030521856,The generation that defeated communism now has to watch their grandkids advocate and march for it in the streets,1
date,id,text,bot_non_bot
Fri May 11 21:08:39 +0000 2018,995048059502460928,"I never thought I would see the day Democrats outwardly attack “free thinking” 

The more they tell black people ho… https://t.co/glVJXYVRjf",1
date,id,text,bot_non_bot
Fri May 11 18:23:57 +0000 2018,995006614007635969,America needs to be far less like California and much more like Texas,1
date,id,text,bot_non_bot
Fri May 11 16:39:15 +0000 2018,994980264781795328,"If an illegal is found stealing a social security number, they should be immediately deported 

If an illegal commi… https://t.co/Ei6bcaDqM6",1
date,id,text,bot_non_bot
Fri May 11 14:32:37 +0000 2018,994948394887139330,"The left destroys everything it touches 

Cultural marxists are determined to destabilize western society via our c… https://t.co/tlYYz9H4PB",1
date,id,text,bot_non_bot
Fri May 11 12:30:10 +0000 2018,994917580522614785,"If I wanted to keep the poor permanently down I would create a society of victims, disallow disadvantaged kids from… https://t.co/CYcWGIcnQP",1
date,id,text,bot_non_bot
Fri May 11 04:43:39 +0000 2018,994800178635968512,"I support helping the needy 

I oppose funding the lazy",1
date,id,text,bot_non_bot
Fri May 11 02:32:53 +0000 2018,994767270688776193,Proof of citizenship and a photo ID should be required to vote in every election,1
date,id,text,bot_non_bot
Fri May 11 00:47:58 +0000 2018,994740867805085696,"I have worked with Kelly Sadler

She is a wonderful person, loyal to @realDonaldTrump, and a loving mother 

Whethe… https://t.co/5s5InPuJ8F",1
date,id,text,bot_non_bot
Thu May 10 23:20:34 +0000 2018,994718868991102976,Democrats care more about the rights of terrorists than the rights of unborn children,1
date,id,text,bot_non_bot
Thu May 10 21:30:41 +0000 2018,994691218566246406,"Obama oversaw the creation of ISIS and the worsening of Korean nuclear tensions 

Trump has destroyed ISIS and has ended the Korean War",1
date,id,text,bot_non_bot
Thu May 10 21:14:02 +0000 2018,994687027730927616,By executive order the President should demand the release of a list of every member of Congress who ever used taxp… https://t.co/nnbC5bIBsy,1
date,id,text,bot_non_bot
Thu May 10 18:28:51 +0000 2018,994645458755702784,"Obama sent terrorists back to the battlefield 

Trump brings American prisoners home",1
date,id,text,bot_non_bot
Thu May 10 14:39:57 +0000 2018,994587851835748352,"3.9% unemployment

Korean War is over

Largest tax cut ever

ISIS destroyed

US energy independent  

3 million + j… https://t.co/Yxh3ih8R8k",1
date,id,text,bot_non_bot
Thu May 10 13:25:55 +0000 2018,994569224151592960,"No pallets of cash

No billions to regimes that hate US

No “flexibility” till after the election

No “what differe… https://t.co/67ElWc7Zyu",1
date,id,text,bot_non_bot
Thu May 10 04:28:47 +0000 2018,994434048297717760,Here you have Obama’s senior foreign policy advisor and speechwriter telling us Trump’s strategy won’t accomplish a… https://t.co/w8TucnTYMj,1
date,id,text,bot_non_bot
Thu May 10 03:04:13 +0000 2018,994412768433508353,"Obama released 5 terrorist prisoners from Guantanamo bay in exchange for a traitor 

Trump brings home 3 prisoners… https://t.co/5UfG1NDoBS",1
date,id,text,bot_non_bot
Thu May 10 01:19:11 +0000 2018,994386335573184512,I never thought I would see the day where US Senators are grilling a nominee for the CIA for being TOO TOUGH on ter… https://t.co/rWV16kMz2B,1
date,id,text,bot_non_bot
Wed May 09 23:22:25 +0000 2018,994356949352353792,"Democrats oppose the wall for one major reason: 

As soon as we permanently stop the flow of illegals in our countr… https://t.co/rn4ZENJPwa",1
date,id,text,bot_non_bot
Wed May 09 22:04:30 +0000 2018,994337342478577664,"Bill Clinton gave nukes to North Korea 

Obama gave billions in cash and a path to nuke for Iran 

Hillary sold our… https://t.co/yK3ojaUxzp",1
date,id,text,bot_non_bot
Wed May 09 20:34:13 +0000 2018,994314619907903489,"The more a society drifts away from the truth, the more it will hate those that speak it",1
date,id,text,bot_non_bot
Wed May 09 18:50:50 +0000 2018,994288604296888321,"A thief is more moral than most politicians

When a thief steals your money he doesn't demand you thank him",1
date,id,text,bot_non_bot
Wed May 09 15:39:16 +0000 2018,994240394115272704,Democrats are more worried about the civil liberties of radical terrorists than the well-being of middle America,1
date,id,text,bot_non_bot
Wed May 09 15:13:23 +0000 2018,994233880709287938,"College social justice training 101: 

Whoever gets declared to be the biggest victim then is allowed to become the biggest bully",1
date,id,text,bot_non_bot
Wed May 09 13:44:14 +0000 2018,994211444672606208,"The President loves the way Candace Owens thinks! 

@RealCandaceO making a huge difference , so proud of her! https://t.co/FGJpf9oZBL",1
date,id,text,bot_non_bot
Wed May 09 12:48:28 +0000 2018,994197407993917441,Breaking: US prisoners released from North Korea!,1
date,id,text,bot_non_bot
Wed May 09 03:11:11 +0000 2018,994052130720935936,Obama gave hundreds of billions in sanction relief and piles of cash without congressional consent to a regime that… https://t.co/s061aGiKUW,1
date,id,text,bot_non_bot
Tue May 08 23:35:09 +0000 2018,993997764706136064,Trump is the first President in history to get attacked for fulfilling his promises and for doing exactly what he said he was going to do,1
date,id,text,bot_non_bot
Tue May 08 22:45:52 +0000 2018,993985363940134912,Our colleges are creating a generation of young people looking around waiting to be offended by something,1
date,id,text,bot_non_bot
Tue May 08 18:50:47 +0000 2018,993926203974324225,"Iran deal - TERMINATED 

Paris Climate deal - WITHDRAWN 

TPP - WITHDRAWN 

Individual mandate - REPEALED

Obama Wa… https://t.co/Jows3Rfc1A",1
date,id,text,bot_non_bot
Tue May 08 18:32:08 +0000 2018,993921510594301953,"No more piles of cash to terrorists 
No more hundreds of billions to a country that hates us
No more lying about ra… https://t.co/hUAng1A8Ou",1
date,id,text,bot_non_bot
Tue May 08 18:17:56 +0000 2018,993917935478558721,"I love seeing Trump obliterate Obama’s anti-American, anti-west, anti-freedom legacy",1
date,id,text,bot_non_bot
Tue May 08 17:31:55 +0000 2018,993906353973362690,"Did you know:

251,000 illegals have been arrested over 1.7 million times for 3 million combined offenses 

They co… https://t.co/yxfF7Q33cL",1
date,id,text,bot_non_bot
Tue May 08 16:41:03 +0000 2018,993893551632277504,"The world is a safer more prosperous place thanks to President Trump 

#MAGA https://t.co/vDu8Lx96l2",1
date,id,text,bot_non_bot
Tue May 08 16:15:52 +0000 2018,993887217868312576,"My prediction today is that the President will withdraw us from the horrid Iran deal 

It is long overdue. We canno… https://t.co/MTYatZHHDh",1
date,id,text,bot_non_bot
Tue May 08 14:34:24 +0000 2018,993861680907112448,I care far more about whether congressmen used our tax dollars to settle sexual harassment claims than this stupid… https://t.co/9OUawQ5ahR,1
date,id,text,bot_non_bot
Tue May 08 13:19:55 +0000 2018,993842935862054912,"Did you know: 

World of Warcraft currency is worth 7 times as much as Venezuelan cash? 

The problem with Venezuel… https://t.co/531IFPSehG",1
date,id,text,bot_non_bot
Tue May 08 12:05:08 +0000 2018,993824115072098305,Never forget: the left does not fear the “damage” that Trump is causing this country. It is the fear of his success… https://t.co/oSq5mDVEbf,1
date,id,text,bot_non_bot
Tue May 08 03:02:25 +0000 2018,993687539696447488,"The number of people getting free stuff largely outweighs the number of people paying for the free stuff 

Failure… https://t.co/ej7aqN7pLV",1
date,id,text,bot_non_bot
Tue May 08 02:38:35 +0000 2018,993681539748782080,In reality it is New Yorkers who actually needed protection from you and your disgusting actions against women https://t.co/0qdxVwaTLa,1
date,id,text,bot_non_bot
Mon May 07 23:02:53 +0000 2018,993627257611669504,"Just because you have an “R” in front of your name doesn’t mean you will do a good job 

We need loyal, principled,… https://t.co/NQKXRu9bP4",1
date,id,text,bot_non_bot
Mon May 07 21:51:05 +0000 2018,993609186700353537,"It’s called thinking, Michelle  

You should try it https://t.co/of8UZeuUlF",1
date,id,text,bot_non_bot
Mon May 07 18:02:36 +0000 2018,993551689117589505,"Colleges have become Marxist indoctrination centers and left-wing activist training camps 

10.4 - 1 ratio of Democ… https://t.co/fLr1hh4o9G",1
date,id,text,bot_non_bot
Mon May 07 16:10:30 +0000 2018,993523476651806720,"You cannot legislate the poor into freedom by legislating the wealthy out of freedom 

The government cannot give t… https://t.co/yvvNaXrw7I",1
date,id,text,bot_non_bot
Mon May 07 15:31:17 +0000 2018,993513606670057472,I wish liberals would fight as hard for America as they do for other countries that hate us,1
date,id,text,bot_non_bot
Mon May 07 14:24:36 +0000 2018,993496824978821121,"School in CA has graphic mural depicting the President being killed by an Aztec warrior

Zero outrage from the main… https://t.co/DDv6KM7tg8",1
date,id,text,bot_non_bot
Mon May 07 05:09:40 +0000 2018,993357174960279552,"Did you know:

A higher percentage of Republicans than Democrats voted for the Civil Rights Act of 1964 &amp; the Votin… https://t.co/4HkMoUvuEb",1
date,id,text,bot_non_bot
Mon May 07 03:01:17 +0000 2018,993324864953094144,"Did you know: 

There were 28 illegals arrested last month in North Carolina for child rape 

They should have neve… https://t.co/VJthBFvaHq",1
date,id,text,bot_non_bot
Mon May 07 02:00:23 +0000 2018,993309536944558081,"Did you know: 

More black men were killed in Chicago under Obama than during the entire Vietnam war?

That is Obam… https://t.co/gdbelS49h9",1
date,id,text,bot_non_bot
Sun May 06 23:35:49 +0000 2018,993273158743490561,"But he wants Obama there 

That tells you everything you need to know about McCain https://t.co/fJ6FEEDy4z",1
date,id,text,bot_non_bot
Sun May 06 21:17:28 +0000 2018,993238341779951618,"John Kerry should have his passport revoked for trying to undercut the Trump administration's dealings with Iran

H… https://t.co/650qsQjQ4o",1
date,id,text,bot_non_bot
Sun May 06 18:44:49 +0000 2018,993199925390462977,"So @DineshDSouza reimburses a friend for a campaign contribution and got jail time 

Will Rosie O’Donnell go to pri… https://t.co/cXl3El55kh",1
date,id,text,bot_non_bot
Sun May 06 17:04:00 +0000 2018,993174552489484289,What you and @tedlieu are doing - accusing Trump and his allies of Russian collusion without ANY evidence - is corr… https://t.co/HxQ3vNGoU2,1
date,id,text,bot_non_bot
Sun May 06 16:33:16 +0000 2018,993166820101287937,"3.9% unemployment ✅
Korean War is over ✅
Largest tax cut in US history ✅
ISIS destroyed ✅
6.6% black unemployment (… https://t.co/EubeIbkCuG",1
date,id,text,bot_non_bot
Sun May 06 15:15:08 +0000 2018,993147157808058374,"So @Alyssa_Milano attended an anti gun rally surrounded by armed guards 

She says she hates guns but of course needs them to feel safe",1
date,id,text,bot_non_bot
Sun May 06 04:00:11 +0000 2018,992977299376132096,There are only two genders,1
date,id,text,bot_non_bot
Sun May 06 01:54:48 +0000 2018,992945745199357952,"“The most racist and hateful attacks I receive are from supposed black tolerant liberals” 

@RealCandaceO speaking… https://t.co/BzLvJvWYiV",1
date,id,text,bot_non_bot
Sun May 06 01:50:43 +0000 2018,992944718236536832,Did you know: you are 114 times more likely to be victim of an acid attack in London than a mass shooting in the US?,1
date,id,text,bot_non_bot
Sat May 05 23:52:48 +0000 2018,992915042160070656,"Trump has successfully eliminated 22 regulations for every new one put on the books 

Yet Obama’s regulatory army i… https://t.co/ewylGUuCMf",1
date,id,text,bot_non_bot
Sat May 05 20:44:16 +0000 2018,992867598965538816,"Capitalism: an unequally shared blessing of abundance and surplus 

Socialism: an equally shared amount of misery and suffering",1
date,id,text,bot_non_bot
Sat May 05 19:28:15 +0000 2018,992848467218268160,"Liberals see racism where it does not exist, fabricate it when they can’t find it and ignore it when it is one of their own",1
date,id,text,bot_non_bot
Sat May 05 15:59:36 +0000 2018,992795958202327040,Democrats would much rather see Trump fail than America succeed,1
date,id,text,bot_non_bot
Sat May 05 06:40:15 +0000 2018,992655191907491840,"The constitution was not written for the times, it was written to stand the test of time",1
date,id,text,bot_non_bot
Fri May 04 23:12:19 +0000 2018,992542465847676930,With leaders like @KyleKashuv our next generation is going to be just fine https://t.co/FMGQdc4Rqb,1
date,id,text,bot_non_bot
Fri May 04 22:34:06 +0000 2018,992532849223000065,Kyle is an American hero. With his leadership we will continue our great movement to hundreds of more high schools… https://t.co/RzDS0GiEMO,1
date,id,text,bot_non_bot
Fri May 04 20:45:39 +0000 2018,992505557927059458,Don’t try and take our guns away #2A https://t.co/KRSw5GeaE6,1
date,id,text,bot_non_bot
Fri May 04 18:59:39 +0000 2018,992478880672964613,Once you give up your rights don’t expect to get them back,1
date,id,text,bot_non_bot
Fri May 04 15:17:09 +0000 2018,992422886995619841,"If voter fraud isn’t real, why are the Democrats preventing any investigations into it?

If it truly doesn’t exist,… https://t.co/P3TJMM3WeF",1
date,id,text,bot_non_bot
Fri May 04 13:29:20 +0000 2018,992395754915450881,"Hey liberals: if America is truly such a racist, bigoted, sexist, horrible place why do you want all of these foreigners to come here? 🤔",1
date,id,text,bot_non_bot
Fri May 04 01:59:47 +0000 2018,992222222390611969,"The best people 
#MAGA https://t.co/QUBjfcfu7U",1
date,id,text,bot_non_bot
Thu May 03 22:02:19 +0000 2018,992162464325390336,"Prayer is not just something you do flippantly before a meal or before an event

Prayer is a direct conversation wi… https://t.co/tndohHvMry",1
date,id,text,bot_non_bot
Thu May 03 21:38:41 +0000 2018,992156517473374210,"Hey @BernieSanders:

“Venezuelan inflation quadruples to 18,000 percent in two months, with no end in sight”

Inste… https://t.co/llpxYHw3Bv",1
date,id,text,bot_non_bot
Thu May 03 20:29:55 +0000 2018,992139210244190208,Black male support for Trump doubled from 11% to 22% in just 10 days since @RealCandaceO broke the internet with th… https://t.co/uB1FcMZWmn,1
date,id,text,bot_non_bot
Thu May 03 19:47:44 +0000 2018,992128596142632960,Freedom only exists if citizens have the means to defend it,1
date,id,text,bot_non_bot
Thu May 03 17:58:15 +0000 2018,992101040731410432,The left would much rather live in a world of comfortable lies than hard truths,1
date,id,text,bot_non_bot
Thu May 03 15:49:52 +0000 2018,992068734478159874,Liberals would much rather see rich people become poor than poor people become rich,1
date,id,text,bot_non_bot
Thu May 03 04:31:02 +0000 2018,991897901675655171,"Obama oversaw the creation of ISIS

Obama got extremely close to conflict with North Korea

Obama gave billions to… https://t.co/YV1boYBafH",1
date,id,text,bot_non_bot
Thu May 03 04:20:39 +0000 2018,991895285545816065,"Heres how it works: 

Government steals way too much of our money at gunpoint, gives it to unelected, unknown, unac… https://t.co/Yk3kqfU85R",1
date,id,text,bot_non_bot
Thu May 03 02:16:54 +0000 2018,991864142096150528,"A Reuters poll taken on April 22, 2018 had Trump’s approval rating among black men at 11%, while the same poll on A… https://t.co/GApz17ovK3",1
date,id,text,bot_non_bot
Thu May 03 00:52:08 +0000 2018,991842810662924290,"Liberals hate borders yet live in gated communities 

Liberals hate guns yet walk around with armed guards 

Libera… https://t.co/JLzTeinr9G",1
date,id,text,bot_non_bot
Wed May 02 20:06:06 +0000 2018,991770829435342850,"The Boy Scouts are removing the word “boy”

The left’s war on genders, science, and biology continues 

Girls shoul… https://t.co/nOJKFXeYHu",1
date,id,text,bot_non_bot
Wed May 02 17:14:43 +0000 2018,991727699675803649,"Recap: @JoyAnnReid wrote horribly homophobic blog posts, lied about it, tried to cover it up with the help of NBC,… https://t.co/ugrHisviCL",1
date,id,text,bot_non_bot
Wed May 02 15:09:19 +0000 2018,991696142634246144,The purest form of prejudice is assuming someone’s political beliefs based simply on their skin color,1
date,id,text,bot_non_bot
Wed May 02 13:31:54 +0000 2018,991671624033292289,Hey @jimmykimmel why did you demagogue the national conversation to advocate for socialized healthcare when it came… https://t.co/OFx2tROzNv,1
date,id,text,bot_non_bot
Wed May 02 12:00:04 +0000 2018,991648516601712645,"Armed guards are good enough to protect our banks, celebrities, sporting events, concerts, airports and athletes but not our schools? 

🤔",1
date,id,text,bot_non_bot
Wed May 02 00:39:37 +0000 2018,991477274691039232,"Wait a second, these illegal border jumpers crossed all of Mexico safely from Central America

Why can't they take asylum there? 🤔",1
date,id,text,bot_non_bot
Wed May 02 00:32:02 +0000 2018,991475366161088512,There was more outrage against Kanye wearing a MAGA hat than the 600+ black on black murders that happen in Chicago each year,1
date,id,text,bot_non_bot
Wed May 02 00:05:10 +0000 2018,991468605559586816,Your gender or color of your skin should not dictate what ideas you have or political party you support,1
date,id,text,bot_non_bot
